agent_id,agent_team,agent_skill,channel,queue,call_start,call_end,wait_time_sec,handle_time_sec,hold_time_sec,transfers,outcome,satisfaction,segment,rpc_label,cost_usd,revenue_usd,contactability_score,account_age_days,prior_calls_30d,duration_sec,date,day_of_week,hour,week,agent_id_freq,cluster,_rpc_label
502,North,Tech,phone,Technical Support,2025-05-21 14:55:20,2025-05-21 14:58:26,55,131,0,0,resolved,4,C,0,3.93,0.0,0.1683,573,1,186,2025-05-21,Wednesday,14,21,0.0161,0,0
549,South,Billing,chat,Technical Support,2025-05-21 15:02:37,2025-05-21 15:06:09,47,165,0,0,resolved,3,A,0,4.95,0.0,0.4132,1568,2,212,2025-05-21,Wednesday,15,21,0.01715,1,0
545,South,Tech,phone,Technical Support,2025-05-21 15:02:52,2025-05-21 15:06:34,16,206,0,0,resolved,4,A,0,6.18,0.0,0.1091,711,4,222,2025-05-21,Wednesday,15,21,0.01575,1,0
516,West,Tech,phone,Technical Support,2025-05-21 15:09:15,2025-05-21 15:11:27,16,116,0,0,resolved,5,C,0,3.48,0.0,0.2425,967,6,132,2025-05-21,Wednesday,15,21,0.0161,0,0
501,North,Sales,phone,Billing,2025-05-21 15:26:47,2025-05-21 15:28:06,15,64,0,0,resolved,4,A,0,1.28,0.0,0.1142,773,0,79,2025-05-21,Wednesday,15,21,0.01925,0,0
531,West,Sales,phone,Billing,2025-05-21 15:32:20,2025-05-21 15:37:00,5,275,0,0,callback,3,B,0,5.5,0.0,0.0678,1543,2,280,2025-05-21,Wednesday,15,21,0.0176,1,0
516,West,Tech,chat,Billing,2025-05-21 16:02:15,2025-05-21 16:04:14,22,97,0,1,callback,3,B,0,1.99,0.0,0.2468,622,5,119,2025-05-21,Wednesday,16,21,0.0161,0,0
507,South,Tech,chat,Billing,2025-05-21 16:08:19,2025-05-21 16:12:56,140,133,4,0,callback,4,B,0,2.66,0.0,0.3544,1181,2,277,2025-05-21,Wednesday,16,21,0.0173,2,0
526,South,Retention,phone,Technical Support,2025-05-21 16:09:38,2025-05-21 16:12:42,94,72,18,0,resolved,5,B,0,2.17,0.0,0.059,1154,2,184,2025-05-21,Wednesday,16,21,0.01705,2,0
532,North,Sales,phone,Billing,2025-05-21 16:23:33,2025-05-21 16:24:31,6,52,0,0,resolved,3,B,0,1.04,0.0,0.3835,1770,6,58,2025-05-21,Wednesday,16,21,0.01585,0,0
548,South,Sales,phone,Retention,2025-05-21 16:41:00,2025-05-21 16:44:50,70,157,3,0,resolved,3,B,0,4.19,0.0,0.0682,1973,0,230,2025-05-21,Wednesday,16,21,0.0166,1,0
527,East,Tech,phone,Billing,2025-05-21 16:46:55,2025-05-21 16:51:45,50,240,0,0,callback,4,B,0,4.8,0.0,0.0734,392,0,290,2025-05-21,Wednesday,16,21,0.0163,1,0
505,West,Billing,chat,Sales,2025-05-21 17:07:37,2025-05-21 17:08:51,18,56,0,0,resolved,4,C,0,0.93,9.95,0.1758,380,3,74,2025-05-21,Wednesday,17,21,0.01535,0,0
505,West,Billing,phone,Retention,2025-05-21 17:14:57,2025-05-21 17:18:17,29,171,0,0,resolved,4,C,0,4.56,0.0,0.0991,1589,1,200,2025-05-21,Wednesday,17,21,0.01535,1,0
516,West,Tech,phone,Billing,2025-05-21 17:37:22,2025-05-21 17:39:41,23,116,0,0,resolved,5,B,0,2.32,0.0,0.1433,212,3,139,2025-05-21,Wednesday,17,21,0.0161,0,0
543,East,Billing,phone,Billing,2025-05-21 17:47:50,2025-05-21 17:50:00,2,128,0,0,resolved,3,A,0,2.56,0.0,0.3387,316,6,130,2025-05-21,Wednesday,17,21,0.0178,0,0
553,South,Billing,phone,Billing,2025-05-21 17:54:58,2025-05-21 17:57:57,18,161,0,0,callback,3,B,1,3.22,0.0,0.0537,1652,2,179,2025-05-21,Wednesday,17,21,0.0187,0,1
512,West,Tech,phone,Technical Support,2025-05-21 17:55:26,2025-05-21 17:58:35,23,166,0,1,resolved,4,C,0,5.03,0.0,0.0515,197,0,189,2025-05-21,Wednesday,17,21,0.0169,1,0
503,North,Tech,phone,Technical Support,2025-05-21 18:20:11,2025-05-21 18:23:35,38,166,0,0,resolved,2,B,0,4.98,0.0,0.1985,369,1,204,2025-05-21,Wednesday,18,21,0.0174,1,0
515,East,Tech,phone,Billing,2025-05-21 18:28:15,2025-05-21 18:30:23,43,85,0,0,callback,4,A,0,1.7,0.0,0.1473,1604,3,128,2025-05-21,Wednesday,18,21,0.01695,0,0
507,South,Tech,chat,Technical Support,2025-05-21 18:36:01,2025-05-21 18:37:54,33,80,0,0,resolved,5,A,0,2.4,0.0,0.4775,1086,3,113,2025-05-21,Wednesday,18,21,0.0173,0,0
548,South,Sales,phone,Technical Support,2025-05-21 18:37:30,2025-05-21 18:43:24,13,341,0,0,resolved,4,A,0,10.23,0.0,0.3302,1001,3,354,2025-05-21,Wednesday,18,21,0.0166,1,0
516,West,Tech,phone,Billing,2025-05-21 18:50:06,2025-05-21 18:51:25,10,69,0,0,resolved,3,A,1,1.38,0.0,0.2518,1755,0,79,2025-05-21,Wednesday,18,21,0.0161,0,1
536,West,Billing,phone,Technical Support,2025-05-21 19:07:34,2025-05-21 19:10:04,22,128,0,0,resolved,4,C,0,3.84,0.0,0.1497,1087,2,150,2025-05-21,Wednesday,19,21,0.01545,0,0
521,North,Sales,phone,Technical Support,2025-05-21 19:19:57,2025-05-21 19:23:21,19,185,0,2,escalated,2,B,0,5.65,0.0,0.128,1014,1,204,2025-05-21,Wednesday,19,21,0.01765,1,0
550,North,Sales,chat,Billing,2025-05-21 19:20:58,2025-05-21 19:22:39,15,86,0,0,resolved,4,B,0,1.72,0.0,0.0658,483,1,101,2025-05-21,Wednesday,19,21,0.0168,0,0
511,North,Tech,chat,Technical Support,2025-05-21 19:42:55,2025-05-21 19:45:04,14,115,0,1,abandoned,3,B,0,3.5,0.0,0.2463,191,2,129,2025-05-21,Wednesday,19,21,0.0167,0,0
550,North,Sales,phone,Sales,2025-05-21 20:01:11,2025-05-21 20:02:07,26,30,0,1,resolved,3,B,0,0.55,10.87,0.1437,1760,2,56,2025-05-21,Wednesday,20,21,0.0168,0,0
539,South,Billing,chat,Retention,2025-05-21 20:48:50,2025-05-21 20:50:56,36,90,0,0,abandoned,3,A,0,2.4,0.0,0.1079,294,1,126,2025-05-21,Wednesday,20,21,0.0158,0,0
510,South,Tech,phone,Billing,2025-05-21 21:14:29,2025-05-21 21:17:04,32,123,0,0,resolved,4,A,0,2.46,0.0,0.0922,1558,2,155,2025-05-21,Wednesday,21,21,0.01615,0,0
538,South,Billing,email,Billing,2025-05-21 21:35:25,2025-05-21 21:39:08,26,197,0,0,resolved,5,B,0,3.94,0.0,0.0778,400,1,223,2025-05-21,Wednesday,21,21,0.01715,1,0
548,South,Sales,chat,Billing,2025-05-21 23:01:23,2025-05-21 23:02:31,15,53,0,0,resolved,4,B,0,1.06,0.0,0.102,1354,1,68,2025-05-21,Wednesday,23,21,0.0166,0,0
540,North,Tech,phone,Technical Support,2025-05-22 00:44:37,2025-05-22 00:47:41,26,158,0,0,callback,3,B,0,4.74,0.0,0.2468,1296,2,184,2025-05-22,Thursday,0,21,0.01705,0,0
522,South,Billing,phone,Technical Support,2025-05-22 01:02:05,2025-05-22 01:05:52,63,135,29,0,resolved,3,B,0,4.06,0.0,0.0951,338,0,227,2025-05-22,Thursday,1,21,0.01595,2,0
518,West,Tech,phone,Technical Support,2025-05-22 01:53:32,2025-05-22 01:56:35,10,173,0,0,escalated,3,B,0,5.19,0.0,0.2246,1108,1,183,2025-05-22,Thursday,1,21,0.01635,1,0
502,North,Tech,chat,Billing,2025-05-22 02:58:24,2025-05-22 02:59:52,12,76,0,0,resolved,5,B,0,1.52,0.0,0.1514,1947,1,88,2025-05-22,Thursday,2,21,0.0161,0,0
554,East,Tech,phone,Sales,2025-05-22 04:13:26,2025-05-22 04:16:11,48,117,0,0,resolved,5,A,0,1.95,9.99,0.1931,205,1,165,2025-05-22,Thursday,4,21,0.0165,0,0
521,North,Sales,phone,Billing,2025-05-22 05:22:50,2025-05-22 05:24:46,28,88,0,0,resolved,4,C,1,1.76,0.0,0.2819,664,3,116,2025-05-22,Thursday,5,21,0.01765,0,1
510,South,Tech,phone,Technical Support,2025-05-22 05:48:37,2025-05-22 05:50:25,36,72,0,1,resolved,4,B,0,2.21,0.0,0.1286,533,1,108,2025-05-22,Thursday,5,21,0.01615,0,0
507,South,Tech,phone,Sales,2025-05-22 06:04:54,2025-05-22 06:06:42,29,79,0,0,resolved,4,A,0,1.32,33.47,0.2137,1333,3,108,2025-05-22,Thursday,6,21,0.0173,0,0
531,West,Sales,phone,Technical Support,2025-05-22 06:42:10,2025-05-22 06:44:15,31,94,0,0,resolved,4,B,0,2.82,0.0,0.2436,1707,2,125,2025-05-22,Thursday,6,21,0.0176,0,0
556,West,Tech,phone,Billing,2025-05-22 07:08:34,2025-05-22 07:11:05,3,148,0,0,escalated,5,A,0,2.96,0.0,0.0255,1831,0,151,2025-05-22,Thursday,7,21,0.01615,0,0
536,West,Billing,chat,Billing,2025-05-22 07:46:35,2025-05-22 07:48:41,43,83,0,0,resolved,4,A,0,1.66,0.0,0.2609,1395,3,126,2025-05-22,Thursday,7,21,0.01545,0,0
551,North,Billing,chat,Sales,2025-05-22 07:52:09,2025-05-22 07:56:47,18,260,0,0,resolved,5,B,0,4.33,53.11,0.2153,1304,0,278,2025-05-22,Thursday,7,21,0.0159,1,0
519,South,Tech,phone,Billing,2025-05-22 08:05:16,2025-05-22 08:08:16,17,163,0,0,resolved,4,B,0,3.26,0.0,0.1936,1284,0,180,2025-05-22,Thursday,8,21,0.0165,0,0
543,East,Billing,phone,Retention,2025-05-22 08:16:04,2025-05-22 08:20:31,13,254,0,0,resolved,3,B,0,6.77,0.0,0.2304,681,1,267,2025-05-22,Thursday,8,21,0.0178,1,0
522,South,Billing,phone,Billing,2025-05-22 08:18:59,2025-05-22 08:20:58,41,78,0,0,resolved,4,B,0,1.56,0.0,0.1558,370,0,119,2025-05-22,Thursday,8,21,0.01595,0,0
542,North,Retention,phone,Technical Support,2025-05-22 08:40:45,2025-05-22 08:42:12,9,78,0,0,resolved,5,B,0,2.34,0.0,0.1772,1961,4,87,2025-05-22,Thursday,8,21,0.0147,0,0
512,West,Tech,phone,Sales,2025-05-22 09:06:39,2025-05-22 09:09:56,10,187,0,0,resolved,4,A,0,3.12,22.07,0.1639,989,1,197,2025-05-22,Thursday,9,21,0.0169,0,0
520,North,Billing,phone,Technical Support,2025-05-22 09:20:32,2025-05-22 09:25:40,31,277,0,0,callback,3,C,0,8.31,0.0,0.1021,1065,1,308,2025-05-22,Thursday,9,21,0.0132,1,0
516,West,Tech,phone,Technical Support,2025-05-22 09:25:02,2025-05-22 09:29:10,120,121,7,0,resolved,2,B,0,3.63,0.0,0.1315,1775,1,248,2025-05-22,Thursday,9,21,0.0161,2,0
507,South,Tech,chat,Technical Support,2025-05-22 09:43:32,2025-05-22 09:46:12,18,142,0,0,escalated,3,B,0,4.26,0.0,0.1241,311,3,160,2025-05-22,Thursday,9,21,0.0173,0,0
521,North,Sales,phone,Sales,2025-05-22 09:51:05,2025-05-22 09:55:26,50,211,0,0,resolved,5,B,0,3.52,42.32,0.1473,354,0,261,2025-05-22,Thursday,9,21,0.01765,1,0
524,North,Tech,phone,Billing,2025-05-22 09:53:51,2025-05-22 09:56:26,13,142,0,0,resolved,4,A,0,2.84,0.0,0.2434,542,1,155,2025-05-22,Thursday,9,21,0.01805,0,0
507,South,Tech,phone,Technical Support,2025-05-22 09:56:57,2025-05-22 09:59:02,45,80,0,0,resolved,4,C,0,2.4,0.0,0.3152,1002,1,125,2025-05-22,Thursday,9,21,0.0173,0,0
531,West,Sales,phone,Sales,2025-05-22 10:08:20,2025-05-22 10:11:01,19,142,0,0,resolved,5,A,1,2.37,20.47,0.2379,931,0,161,2025-05-22,Thursday,10,21,0.0176,0,1
534,East,Billing,phone,Billing,2025-05-22 10:11:27,2025-05-22 10:15:39,42,210,0,1,resolved,5,A,1,4.25,0.0,0.1217,1337,1,252,2025-05-22,Thursday,10,21,0.017,1,1
538,South,Billing,chat,Technical Support,2025-05-22 10:20:30,2025-05-22 10:21:36,4,62,0,0,resolved,5,B,0,1.86,0.0,0.217,79,1,66,2025-05-22,Thursday,10,21,0.01715,0,0
508,West,Retention,email,Sales,2025-05-22 10:20:41,2025-05-22 10:23:40,19,160,0,0,resolved,5,A,0,2.67,2.02,0.1866,1460,0,179,2025-05-22,Thursday,10,21,0.01635,0,0
516,West,Tech,chat,Billing,2025-05-22 10:57:13,2025-05-22 10:59:20,32,95,0,0,resolved,5,B,0,1.9,0.0,0.1721,325,1,127,2025-05-22,Thursday,10,21,0.0161,0,0
535,South,Tech,chat,Billing,2025-05-22 11:00:04,2025-05-22 11:02:03,50,69,0,0,resolved,4,B,0,1.38,0.0,0.0928,1042,1,119,2025-05-22,Thursday,11,21,0.0163,0,0
535,South,Tech,phone,Technical Support,2025-05-22 11:02:06,2025-05-22 11:04:28,38,104,0,0,resolved,5,A,0,3.12,0.0,0.0957,1300,1,142,2025-05-22,Thursday,11,21,0.0163,0,0
545,South,Tech,phone,Technical Support,2025-05-22 11:08:44,2025-05-22 11:12:00,89,101,6,0,callback,5,B,0,3.03,0.0,0.0993,233,0,196,2025-05-22,Thursday,11,21,0.01575,2,0
514,East,Billing,chat,Sales,2025-05-22 11:15:28,2025-05-22 11:17:49,3,138,0,0,callback,3,B,1,2.3,12.71,0.2716,1781,4,141,2025-05-22,Thursday,11,21,0.0159,0,1
541,East,Tech,phone,Technical Support,2025-05-22 11:16:07,2025-05-22 11:19:51,75,144,5,1,resolved,4,A,0,4.37,0.0,0.0862,561,2,224,2025-05-22,Thursday,11,21,0.01605,2,0
541,East,Tech,phone,Technical Support,2025-05-22 11:18:59,2025-05-22 11:21:52,6,167,0,0,callback,5,B,0,5.01,0.0,0.1495,1289,1,173,2025-05-22,Thursday,11,21,0.01605,0,0
521,North,Sales,phone,Technical Support,2025-05-22 11:29:09,2025-05-22 11:33:25,76,172,8,0,resolved,5,B,0,5.16,0.0,0.2391,1120,2,256,2025-05-22,Thursday,11,21,0.01765,2,0
521,North,Sales,phone,Technical Support,2025-05-22 11:42:45,2025-05-22 11:45:01,48,88,0,0,callback,4,B,0,2.64,0.0,0.1453,769,1,136,2025-05-22,Thursday,11,21,0.01765,0,0
549,South,Billing,phone,Technical Support,2025-05-22 11:50:47,2025-05-22 11:52:44,19,98,0,0,resolved,5,C,0,2.94,0.0,0.1638,282,4,117,2025-05-22,Thursday,11,21,0.01715,0,0
501,North,Sales,phone,Technical Support,2025-05-22 12:00:25,2025-05-22 12:01:50,19,66,0,0,resolved,4,B,0,1.98,0.0,0.4382,1978,3,85,2025-05-22,Thursday,12,21,0.01925,0,0
518,West,Tech,chat,Sales,2025-05-22 12:12:22,2025-05-22 12:13:39,37,40,0,0,resolved,3,C,0,0.67,19.04,0.0058,1657,0,77,2025-05-22,Thursday,12,21,0.01635,0,0
508,West,Retention,phone,Billing,2025-05-22 12:28:12,2025-05-22 12:29:50,12,86,0,0,resolved,4,C,0,1.72,0.0,0.1494,1539,2,98,2025-05-22,Thursday,12,21,0.01635,0,0
504,North,Tech,phone,Technical Support,2025-05-22 12:39:05,2025-05-22 12:42:14,116,70,3,0,resolved,3,C,0,2.1,0.0,0.1809,1625,4,189,2025-05-22,Thursday,12,21,0.0171,2,0
502,North,Tech,phone,Sales,2025-05-22 12:43:09,2025-05-22 12:45:43,79,75,0,0,resolved,3,A,0,1.25,2.49,0.0323,161,1,154,2025-05-22,Thursday,12,21,0.0161,0,0
540,North,Tech,phone,Technical Support,2025-05-22 12:51:01,2025-05-22 12:56:33,49,283,0,0,resolved,4,A,0,8.49,0.0,0.1306,307,0,332,2025-05-22,Thursday,12,21,0.01705,1,0
526,South,Retention,phone,Technical Support,2025-05-22 12:51:02,2025-05-22 12:54:52,38,192,0,1,resolved,4,C,0,5.81,0.0,0.1303,327,1,230,2025-05-22,Thursday,12,21,0.01705,1,0
551,North,Billing,phone,Technical Support,2025-05-22 12:51:16,2025-05-22 12:53:14,33,85,0,0,abandoned,4,A,0,2.55,0.0,0.1953,828,3,118,2025-05-22,Thursday,12,21,0.0159,0,0
559,West,Billing,phone,Technical Support,2025-05-22 12:51:28,2025-05-22 12:55:08,108,105,7,1,resolved,5,B,0,3.2,0.0,0.1752,1323,4,220,2025-05-22,Thursday,12,21,0.0182,2,0
558,North,Sales,phone,Billing,2025-05-22 13:15:17,2025-05-22 13:17:08,34,77,0,1,resolved,4,A,0,1.59,0.0,0.1151,851,2,111,2025-05-22,Thursday,13,21,0.0166,0,0
552,North,Billing,phone,Billing,2025-05-22 13:30:30,2025-05-22 13:32:14,38,66,0,0,resolved,4,C,0,1.32,0.0,0.5514,674,4,104,2025-05-22,Thursday,13,21,0.01605,0,0
508,West,Retention,phone,Sales,2025-05-22 14:04:43,2025-05-22 14:06:14,43,48,0,0,escalated,5,B,0,0.8,15.18,0.0701,438,1,91,2025-05-22,Thursday,14,21,0.01635,0,0
556,West,Tech,phone,Billing,2025-05-22 14:08:41,2025-05-22 14:10:39,15,103,0,0,resolved,5,B,0,2.06,0.0,0.0877,1136,1,118,2025-05-22,Thursday,14,21,0.01615,0,0
507,South,Tech,phone,Technical Support,2025-05-22 14:14:17,2025-05-22 14:18:59,34,248,0,0,resolved,5,B,0,7.44,0.0,0.2433,1994,1,282,2025-05-22,Thursday,14,21,0.0173,1,0
533,West,Billing,phone,Billing,2025-05-22 14:22:46,2025-05-22 14:24:08,15,67,0,0,escalated,3,A,0,1.34,0.0,0.1238,759,0,82,2025-05-22,Thursday,14,21,0.01725,0,0
543,East,Billing,phone,Billing,2025-05-22 14:29:04,2025-05-22 14:31:52,32,136,0,0,resolved,3,B,0,2.72,0.0,0.1948,250,2,168,2025-05-22,Thursday,14,21,0.0178,0,0
547,North,Billing,chat,Technical Support,2025-05-22 14:29:39,2025-05-22 14:32:14,4,151,0,1,callback,5,A,0,4.58,0.0,0.2505,991,1,155,2025-05-22,Thursday,14,21,0.0182,0,0
502,North,Tech,phone,Technical Support,2025-05-22 14:39:52,2025-05-22 14:41:52,26,94,0,0,resolved,5,B,0,2.82,0.0,0.17,886,2,120,2025-05-22,Thursday,14,21,0.0161,0,0
519,South,Tech,chat,Sales,2025-05-22 15:04:34,2025-05-22 15:06:12,15,83,0,1,resolved,4,A,0,1.43,5.52,0.1159,176,3,98,2025-05-22,Thursday,15,21,0.0165,0,0
515,East,Tech,chat,Billing,2025-05-22 15:06:10,2025-05-22 15:08:58,23,145,0,0,resolved,5,A,0,2.9,0.0,0.2463,274,4,168,2025-05-22,Thursday,15,21,0.01695,0,0
515,East,Tech,email,Technical Support,2025-05-22 15:09:43,2025-05-22 15:12:57,84,92,18,0,resolved,3,C,0,2.77,0.0,0.0825,1150,2,194,2025-05-22,Thursday,15,21,0.01695,2,0
535,South,Tech,phone,Sales,2025-05-22 15:12:00,2025-05-22 15:16:30,61,194,15,0,resolved,4,C,0,3.24,3.34,0.1166,1318,2,270,2025-05-22,Thursday,15,21,0.0163,2,0
517,North,Sales,phone,Technical Support,2025-05-22 15:20:08,2025-05-22 15:24:44,74,196,6,0,resolved,4,B,0,5.88,0.0,0.0703,1377,1,276,2025-05-22,Thursday,15,21,0.0161,1,0
511,North,Tech,phone,Technical Support,2025-05-22 15:20:59,2025-05-22 15:23:24,48,97,0,0,resolved,3,B,0,2.91,0.0,0.0519,1468,3,145,2025-05-22,Thursday,15,21,0.0167,0,0
539,South,Billing,chat,Technical Support,2025-05-22 15:25:58,2025-05-22 15:27:30,43,49,0,0,callback,4,B,0,1.47,0.0,0.0646,1426,1,92,2025-05-22,Thursday,15,21,0.0158,0,0
509,West,Tech,phone,Retention,2025-05-22 15:30:54,2025-05-22 15:32:45,36,75,0,0,resolved,4,C,0,2.0,0.0,0.2277,1727,2,111,2025-05-22,Thursday,15,21,0.01605,0,0
513,North,Tech,phone,Technical Support,2025-05-22 15:42:10,2025-05-22 15:45:03,29,144,0,0,escalated,3,C,0,4.32,0.0,0.2557,1415,3,173,2025-05-22,Thursday,15,21,0.0162,0,0
538,South,Billing,phone,Technical Support,2025-05-22 15:51:04,2025-05-22 15:54:35,54,157,0,0,escalated,4,A,0,4.71,0.0,0.1314,1251,0,211,2025-05-22,Thursday,15,21,0.01715,1,0
555,South,Tech,phone,Technical Support,2025-05-22 15:55:38,2025-05-22 15:58:46,27,161,0,0,resolved,4,B,0,4.83,0.0,0.2095,724,3,188,2025-05-22,Thursday,15,21,0.01575,0,0
547,North,Billing,phone,Technical Support,2025-05-22 16:07:35,2025-05-22 16:09:43,15,113,0,0,escalated,3,B,0,3.39,0.0,0.285,1589,3,128,2025-05-22,Thursday,16,21,0.0182,0,0
511,North,Tech,phone,Technical Support,2025-05-22 16:19:54,2025-05-22 16:21:55,70,42,9,0,resolved,4,A,0,1.26,0.0,0.043,1543,0,121,2025-05-22,Thursday,16,21,0.0167,0,0
512,West,Tech,phone,Billing,2025-05-22 16:29:33,2025-05-22 16:31:25,18,94,0,0,callback,4,B,0,1.88,0.0,0.5009,1022,7,112,2025-05-22,Thursday,16,21,0.0169,0,0
530,West,Sales,phone,Technical Support,2025-05-22 16:31:36,2025-05-22 16:33:41,11,114,0,0,abandoned,4,C,0,3.42,0.0,0.2829,1116,3,125,2025-05-22,Thursday,16,21,0.0165,0,0
521,North,Sales,phone,Technical Support,2025-05-22 16:45:21,2025-05-22 16:48:13,45,127,0,0,callback,4,B,0,3.81,0.0,0.2054,1722,1,172,2025-05-22,Thursday,16,21,0.01765,0,0
539,South,Billing,phone,Technical Support,2025-05-22 17:24:21,2025-05-22 17:28:44,97,132,34,0,abandoned,4,B,0,3.97,0.0,0.1429,1197,1,263,2025-05-22,Thursday,17,21,0.0158,2,0
524,North,Tech,phone,Technical Support,2025-05-22 17:24:46,2025-05-22 17:27:17,56,95,0,1,resolved,4,B,0,2.9,0.0,0.0384,327,0,151,2025-05-22,Thursday,17,21,0.01805,0,0
512,West,Tech,phone,Sales,2025-05-22 17:33:41,2025-05-22 17:36:07,23,123,0,0,callback,5,B,0,2.05,0.6,0.1302,1321,2,146,2025-05-22,Thursday,17,21,0.0169,0,0
507,South,Tech,phone,Billing,2025-05-22 17:35:12,2025-05-22 17:37:32,76,55,9,0,callback,3,B,0,1.1,0.0,0.1094,885,1,140,2025-05-22,Thursday,17,21,0.0173,2,0
550,North,Sales,phone,Technical Support,2025-05-22 17:48:57,2025-05-22 17:54:41,30,314,0,0,callback,3,B,0,9.42,0.0,0.2376,459,2,344,2025-05-22,Thursday,17,21,0.0168,1,0
522,South,Billing,phone,Billing,2025-05-22 17:58:06,2025-05-22 18:00:41,119,36,0,0,resolved,3,B,0,0.72,0.0,0.0212,746,0,155,2025-05-22,Thursday,17,21,0.01595,2,0
549,South,Billing,phone,Billing,2025-05-22 18:02:04,2025-05-22 18:04:03,33,86,0,0,resolved,4,A,0,1.72,0.0,0.0522,744,0,119,2025-05-22,Thursday,18,21,0.01715,0,0
510,South,Tech,phone,Technical Support,2025-05-22 18:10:01,2025-05-22 18:11:55,11,103,0,0,resolved,4,B,0,3.09,0.0,0.3913,878,1,114,2025-05-22,Thursday,18,21,0.01615,0,0
547,North,Billing,chat,Billing,2025-05-22 18:20:13,2025-05-22 18:22:35,20,122,0,0,resolved,3,B,0,2.44,0.0,0.0983,959,1,142,2025-05-22,Thursday,18,21,0.0182,0,0
513,North,Tech,email,Billing,2025-05-22 18:39:52,2025-05-22 18:44:00,38,210,0,0,resolved,5,A,0,4.2,0.0,0.2035,1709,2,248,2025-05-22,Thursday,18,21,0.0162,1,0
536,West,Billing,phone,Sales,2025-05-22 19:09:44,2025-05-22 19:11:15,29,62,0,0,resolved,4,A,0,1.03,10.58,0.1802,1297,1,91,2025-05-22,Thursday,19,21,0.01545,0,0
549,South,Billing,phone,Billing,2025-05-22 19:35:09,2025-05-22 19:36:57,23,85,0,0,resolved,3,C,0,1.7,0.0,0.1634,1461,0,108,2025-05-22,Thursday,19,21,0.01715,0,0
531,West,Sales,phone,Technical Support,2025-05-22 19:49:04,2025-05-22 19:56:50,39,427,0,1,resolved,4,B,1,12.86,0.0,0.0446,991,2,466,2025-05-22,Thursday,19,21,0.0176,1,1
558,North,Sales,phone,Technical Support,2025-05-22 19:55:57,2025-05-22 19:57:41,28,76,0,0,resolved,4,A,0,2.28,0.0,0.1541,1073,1,104,2025-05-22,Thursday,19,21,0.0166,0,0
501,North,Sales,phone,Billing,2025-05-22 20:04:05,2025-05-22 20:07:26,60,141,0,0,escalated,4,B,0,2.82,0.0,0.2082,1506,0,201,2025-05-22,Thursday,20,21,0.01925,0,0
526,South,Retention,phone,Billing,2025-05-22 20:06:08,2025-05-22 20:07:56,28,80,0,0,resolved,5,C,0,1.6,0.0,0.2497,1370,2,108,2025-05-22,Thursday,20,21,0.01705,0,0
506,West,Tech,chat,Retention,2025-05-22 20:11:35,2025-05-22 20:13:47,6,126,0,0,resolved,4,B,0,3.36,0.0,0.1823,1405,2,132,2025-05-22,Thursday,20,21,0.01745,0,0
558,North,Sales,phone,Technical Support,2025-05-22 20:33:57,2025-05-22 20:37:02,46,139,0,0,resolved,4,A,0,4.17,0.0,0.0858,749,0,185,2025-05-22,Thursday,20,21,0.0166,0,0
522,South,Billing,phone,Billing,2025-05-22 20:58:13,2025-05-22 21:00:35,38,104,0,0,resolved,5,B,0,2.08,0.0,0.2038,465,3,142,2025-05-22,Thursday,20,21,0.01595,0,0
517,North,Sales,phone,Billing,2025-05-22 21:02:19,2025-05-22 21:05:58,38,181,0,0,resolved,3,B,0,3.62,0.0,0.3027,272,3,219,2025-05-22,Thursday,21,21,0.0161,1,0
551,North,Billing,phone,Retention,2025-05-22 21:12:41,2025-05-22 21:14:40,26,93,0,1,resolved,4,A,0,2.53,0.0,0.1879,606,3,119,2025-05-22,Thursday,21,21,0.0159,0,0
557,East,Tech,chat,Billing,2025-05-22 22:35:54,2025-05-22 22:38:02,8,120,0,0,escalated,3,A,0,2.4,0.0,0.1559,578,4,128,2025-05-22,Thursday,22,21,0.0178,0,0
500,East,Tech,phone,Billing,2025-05-22 22:37:11,2025-05-22 22:38:25,32,42,0,0,escalated,5,B,0,0.84,0.0,0.0878,364,0,74,2025-05-22,Thursday,22,21,0.0171,0,0
534,East,Billing,chat,Billing,2025-05-22 22:55:03,2025-05-22 22:56:33,4,86,0,0,resolved,4,A,0,1.72,0.0,0.1288,632,2,90,2025-05-22,Thursday,22,21,0.017,0,0
559,West,Billing,phone,Retention,2025-05-22 23:39:14,2025-05-22 23:42:33,16,183,0,0,resolved,5,B,0,4.88,0.0,0.1026,1836,1,199,2025-05-22,Thursday,23,21,0.0182,1,0
510,South,Tech,phone,Sales,2025-05-22 23:54:15,2025-05-22 23:56:17,16,106,0,0,resolved,4,B,0,1.77,14.03,0.1394,740,0,122,2025-05-22,Thursday,23,21,0.01615,0,0
532,North,Sales,phone,Billing,2025-05-23 01:21:56,2025-05-23 01:25:29,15,198,0,0,resolved,4,C,0,3.96,0.0,0.1478,1947,2,213,2025-05-23,Friday,1,21,0.01585,1,0
526,South,Retention,chat,Sales,2025-05-23 02:42:48,2025-05-23 02:45:33,16,149,0,0,resolved,5,B,0,2.48,28.29,0.222,179,4,165,2025-05-23,Friday,2,21,0.01705,0,0
557,East,Tech,phone,Billing,2025-05-23 03:17:11,2025-05-23 03:19:29,14,124,0,2,resolved,5,B,0,2.58,0.0,0.0951,338,0,138,2025-05-23,Friday,3,21,0.0178,0,0
